,,total,total,total,dem,dem,dem,gop,gop,gop,AGE18PLUS_TOT,AGE18PLUS_TOT,AGE18PLUS_TOT,turnout,turnout,turnout,winner,winner,winner,repturnout,repturnout,repturnout,demturnout,demturnout,demturnout
Georgia,JEFF DAVIS COUNTY,5336,5096,5771,1275,901,1028,3996,4104,4695,11010,10936,11177,0.4846503178928247,0.46598390636430137,0.5163281739286034,red,red,red,0.3629427792915531,0.37527432333577176,0.4200590498344815,0.11580381471389646,0.08238844184345281,0.09197459067728371
Georgia,JEFFERSON COUNTY,7298,6968,7642,4261,3821,4061,2999,3063,3537,12295,12000,11799,0.5935746238308255,0.5806666666666667,0.6476820069497415,blue,blue,blue,0.24392029280195202,0.25525,0.2997711670480549,0.34656364375762505,0.3184166666666667,0.34418171031443345
Georgia,JENKINS COUNTY,3390,3056,3455,1488,1123,1266,1887,1895,2161,7005,6957,6959,0.48394004282655245,0.4392698002012362,0.4964793792211525,red,red,red,0.26937901498929334,0.27238752335776917,0.31053312257508264,0.21241970021413276,0.16142015236452495,0.18192269004167266
Georgia,JOHNSON COUNTY,3772,3686,4100,1305,1136,1222,2440,2519,2850,7973,7889,7827,0.473096701367114,0.46723285587526936,0.5238277756483966,red,red,red,0.30603286090555626,0.3193053618963113,0.3641241855116903,0.16367741126301266,0.14399797185955127,0.15612622971764406
Georgia,JONES COUNTY,12105,12551,14966,4274,3961,4888,7744,8305,9965,21405,21734,22203,0.5655220742817099,0.5774822858194534,0.6740530558933477,red,red,red,0.361784629759402,0.38212018036256556,0.4488132234382741,0.19967297360429806,0.1822490107665409,0.22015043012205557
Georgia,LAMAR COUNTY,7592,7612,9039,2602,2270,2615,4899,5190,6330,14187,14637,15106,0.5351378022132939,0.5200519232083077,0.5983715080100622,red,red,red,0.3453161344893212,0.3545808567329371,0.41903879253276843,0.18340734475223797,0.15508642481382798,0.17311002250761287
Georgia,LANIER COUNTY,2972,2871,3576,1114,806,1019,1820,1984,2509,7798,7806,7929,0.38112336496537574,0.36779400461183703,0.4510026485054862,red,red,red,0.2333931777378815,0.2541634640020497,0.31643334594526423,0.14285714285714285,0.1032539072508327,0.12851557573464498
Georgia,LAURENS COUNTY,19604,19530,22729,7513,6752,8073,11950,12411,14493,35781,35526,35914,0.5478885441994354,0.5497382198952879,0.6328729743275603,red,red,red,0.33397613258433245,0.3493497719979733,0.40354736314529155,0.2099717727285431,0.19005798570061364,0.2247869911455143
Georgia,LEE COUNTY,13628,14143,16714,3196,3170,4558,10314,10646,12007,20848,21408,22122,0.6536838066001535,0.6606408819133034,0.755537474007775,red,red,red,0.4947237145049885,0.49729073243647237,0.5427628605008589,0.15330007674597085,0.14807548579970103,0.20603923695868367
Georgia,LIBERTY COUNTY,16170,16143,21389,10457,9556,13099,5565,6134,7959,45357,44090,44034,0.35650505985845626,0.36613744613290994,0.4857382931371213,blue,blue,blue,0.12269329982141676,0.1391245180312996,0.1807466957351138,0.2305487576338823,0.2167384894533908,0.2974746786574011
Georgia,LINCOLN COUNTY,4426,4102,4650,1586,1273,1435,2807,2759,3179,6268,6314,6444,0.706126356094448,0.6496674057649667,0.7216014897579144,red,red,red,0.4478302488832163,0.4369654735508394,0.4933271260086903,0.2530312699425654,0.2016154577130187,0.22268777157045314
Georgia,LONG COUNTY,3802,4117,5656,1442,1360,2033,2306,2626,3528,11246,13164,14239,0.3380757602703183,0.31274688544515344,0.39721890582203806,red,red,red,0.20505068468788903,0.19948343968398663,0.24777020858206333,0.128223368308732,0.10331206320267396,0.1427768803989044
Georgia,LOWNDES COUNTY,39137,37805,46355,17470,15064,20117,21327,21635,25691,86953,86994,89086,0.4500937287960162,0.43457020024369497,0.5203398962799991,red,red,red,0.24527043345255484,0.2486953123203899,0.2883842579080888,0.20091313698204777,0.17316136745062877,0.22581550411961476
Georgia,LUMPKIN COUNTY,10905,12425,15531,2055,2220,3126,8647,9619,12163,24582,25693,27813,0.44361728093727115,0.4835947534347877,0.5584079387336857,red,red,red,0.35176145146855425,0.37438212742770405,0.4373134864991191,0.08359775445447888,0.08640485735414315,0.11239348506094272
Georgia,MACON COUNTY,4781,4287,4662,3211,2705,2857,1545,1540,1783,11297,10817,10551,0.42320970169071437,0.39632060645280576,0.4418538527153824,blue,blue,blue,0.13676197220501018,0.14236849403716373,0.16898872144820395,0.28423475258918296,0.2500693353055376,0.27078002085110414
Georgia,MADISON COUNTY,11104,11998,14937,2494,2425,3411,8443,9201,11326,21455,22177,23048,0.5175483570263342,0.5410109572981017,0.6480822631030893,red,red,red,0.39352132370076903,0.41488929972494026,0.49140923290524124,0.11624329993008622,0.10934752220769266,0.14799548767788961
Georgia,MARION COUNTY,3170,3190,3624,1412,1213,1311,1733,1921,2275,6621,6628,6633,0.4787796405376831,0.48129149064574533,0.5463591135232926,red,red,red,0.26174293913306146,0.28983101991550997,0.34298205939996984,0.21326083673161153,0.18301146650573324,0.19764812302125734
Georgia,MCDUFFIE COUNTY,9592,9268,10455,4044,3699,4168,5475,5432,6169,16039,15958,16012,0.5980422719620924,0.5807745331495174,0.6529477891581315,red,red,red,0.3413554461001309,0.3403935330241885,0.385273544841369,0.2521354199139597,0.23179596440656725,0.26030477142143393
Georgia,MCINTOSH COUNTY,6341,5903,6696,2864,2303,2612,3409,3487,4016,11168,11614,12111,0.5677829512893983,0.5082658859996556,0.5528858062918008,red,red,red,0.3052471346704871,0.30024108834165664,0.33159937247130705,0.25644699140401145,0.19829516101257103,0.21567170341012304
Georgia,MERIWETHER COUNTY,9264,9217,10877,4331,3804,4287,4856,5222,6524,16509,16446,16718,0.5611484644739233,0.5604402286270218,0.6506161024045939,red,red,red,0.294142588890908,0.31752401799829744,0.3902380667543965,0.26234175298322127,0.23130244436337102,0.25643019499940184
Georgia,MILLER COUNTY,2775,2544,2835,852,623,749,1905,1891,2066,4583,4516,4410,0.6054985817150338,0.5633303808680248,0.6428571428571429,red,red,red,0.4156665939341043,0.4187333923826395,0.4684807256235828,0.18590442941304822,0.1379539415411869,0.16984126984126985
Georgia,MITCHELL COUNTY,8275,7880,8963,4081,3493,3995,4155,4279,4935,17464,17245,16956,0.47383188273018784,0.45694404175123227,0.5286034442085398,red,red,red,0.23791800274851121,0.24812989272252828,0.2910474168435952,0.233680714612918,0.20255146419251957,0.23560981363529135
Georgia,MONROE COUNTY,12277,12687,15592,3785,3571,4384,8361,8832,11060,20582,21306,21985,0.5964920804586532,0.5954660658969304,0.7092108255628838,red,red,red,0.406228743562336,0.41453111799493103,0.5030702751876279,0.1838985521329317,0.1676053693795175,0.19940868774164203
Georgia,MONTGOMERY COUNTY,3832,3576,3966,1135,847,979,2662,2670,2960,6882,7090,7342,0.5568148793955245,0.5043723554301833,0.5401797875238354,red,red,red,0.3868061609997094,0.3765867418899859,0.4031599019340779,0.16492298750363266,0.11946403385049366,0.13334241351130482
Georgia,MORGAN COUNTY,9027,9475,11707,2753,2663,3355,6186,6559,8230,13509,13986,14938,0.6682211858760826,0.6774631774631774,0.7837059847369126,red,red,red,0.4579169442593826,0.46896896896896895,0.5509439014593653,0.2037900658820046,0.1904046904046904,0.22459499263622976
Georgia,MURRAY COUNTY,11217,12458,15389,2542,1800,2302,8443,10341,12943,29070,29465,30292,0.38586171310629513,0.42280671983709484,0.5080219199788724,red,red,red,0.29043687650498795,0.35095876463600884,0.42727452792816584,0.08744410044719642,0.061089428135075514,0.0759936616928562
Georgia,MUSCOGEE COUNTY,70603,69032,80543,42573,39851,49529,27510,26976,30049,149202,147564,147358,0.47320411254540823,0.4678105771055271,0.5465804367594566,blue,blue,blue,0.18438090642216592,0.18280881515816866,0.2039183485117876,0.28533799815015887,0.27005909300371367,0.336113410876912
Georgia,NEWTON COUNTY,43234,43987,54239,21851,21943,29794,20982,20913,23869,72955,78081,82882,0.5926118840381057,0.563350879215174,0.654412297000555,blue,blue,blue,0.28760194640531833,0.26783724593691166,0.2879877416085519,0.29951339867041327,0.28102867534995707,0.3594749161458459
Georgia,OCONEE COUNTY,17817,20149,25168,4421,5581,8162,13098,13425,16595,24378,27031,29670,0.7308638936746247,0.7454034256964226,0.8482642399730367,red,red,red,0.5372877184346542,0.4966519921571529,0.5593191776204921,0.18135203872343916,0.20646664940253784,0.275092686215032
Georgia,OGLETHORPE COUNTY,6273,6674,8131,1914,1831,2436,4251,4625,5593,11241,11542,12099,0.5580464371497198,0.5782360076243286,0.6720390114885527,red,red,red,0.3781692020282893,0.40071044879570267,0.4622696090585999,0.17026954897251134,0.1586380176745798,0.20133895363253163
Georgia,PAULDING COUNTY,57399,64890,85385,15825,18025,29704,40846,44662,54525,102819,113430,125010,0.5582528520993202,0.5720708807193864,0.6830253579713623,red,red,red,0.3972612065863313,0.39374063298950895,0.4361651067914567,0.15391124208560675,0.15890857797760732,0.23761299096072314
Georgia,PEACH COUNTY,11516,10752,12545,6148,5100,5920,5287,5413,6502,21683,21094,21821,0.5311073190979108,0.5097184033374419,0.574904908116035,blue,red,red,0.24383157312180048,0.2566132549540154,0.29796984556161493,0.2835401005395932,0.24177491229733575,0.2712982906374593
Georgia,PICKENS COUNTY,12680,14038,17116,1975,1979,2808,10547,11651,14075,22933,24362,26138,0.5529150132996119,0.5762252688613414,0.6548320452980335,red,red,red,0.45990494047878605,0.47824480748707004,0.5384880250975591,0.08612043779706101,0.08123306789261965,0.10742979569974749
Georgia,PIERCE COUNTY,6846,7311,9048,1124,903,1100,5667,6302,7899,14076,14314,14696,0.4863597612958227,0.5107586977783988,0.6156777354382145,red,red,red,0.4026001705029838,0.44026826882772113,0.5374931954273272,0.07985223074737141,0.0630850915187928,0.0748502994011976
Georgia,PIKE COUNTY,8109,8725,10720,1356,1240,1505,6668,7278,9127,13178,13658,14613,0.615343754742753,0.638819739346903,0.7335933757613085,red,red,red,0.5059948398846562,0.5328745057841558,0.6245808526654348,0.1028987706784034,0.09078928100746815,0.10299048792171354
Georgia,POLK COUNTY,13608,14215,17399,3615,2867,3658,9811,11014,13589,30239,30858,31800,0.4500148814444922,0.46065850022684557,0.5471383647798742,red,red,red,0.32444855980687193,0.3569252705943353,0.42732704402515725,0.11954760408743675,0.09290945621880874,0.1150314465408805
Georgia,PULASKI COUNTY,3682,3605,4059,1219,1104,1217,2444,2437,2805,9341,9170,9128,0.39417621239695966,0.3931297709923664,0.4446757230499562,red,red,red,0.26164222246012203,0.2657579062159215,0.307296231375986,0.1304999464725404,0.12039258451472191,0.13332602979842242
Georgia,PUTNAM COUNTY,9222,9488,11855,2926,2758,3448,6215,6544,8291,16562,17059,17786,0.5568168095640623,0.5561873497860367,0.6665354773417295,red,red,red,0.3752566115203478,0.3836098247259511,0.4661531541661981,0.17666948436179206,0.1616741895773492,0.19386033959293827
Georgia,QUITMAN COUNTY,1128,1044,1106,612,461,497,510,575,604,1926,1892,1869,0.5856697819314641,0.5517970401691332,0.5917602996254682,blue,red,red,0.26479750778816197,0.30391120507399577,0.323167469234885,0.3177570093457944,0.24365750528541227,0.26591760299625467
Georgia,RABUN COUNTY,7463,7992,9568,1559,1444,1984,5754,6287,7474,13086,13551,14298,0.5703041418309643,0.5897719725481514,0.6691845013288572,red,red,red,0.4397065566254012,0.4639509999262047,0.5227304518114422,0.11913495338529727,0.10656040144638772,0.13876066582738844
Georgia,RANDOLPH COUNTY,3058,2899,3074,1770,1598,1671,1271,1271,1391,5692,5660,5401,0.5372452565003514,0.5121908127208481,0.569153860396223,blue,blue,blue,0.22329585382993675,0.2245583038869258,0.2575448990927606,0.31096275474349966,0.2823321554770318,0.30938715052768007
Georgia,RICHMOND COUNTY,79020,75515,87016,52560,48814,59124,25845,24461,26781,153534,155030,156465,0.5146742741021533,0.4870992711088176,0.5561371552743425,blue,blue,blue,0.16833404978701785,0.15778236470360577,0.17116287987728884,0.3423345968971042,0.31486809004708766,0.3778736458632921
Georgia,ROCKDALE COUNTY,38085,37869,44686,22023,23255,31244,15716,13478,13012,63052,66538,68889,0.6040252490008248,0.5691334275151041,0.6486666956988779,blue,blue,blue,0.2492545835183658,0.20256094261925517,0.1888835663168285,0.3492831313836199,0.3494995341008146,0.45354120396580005
Georgia,SCHLEY COUNTY,1748,1909,2275,448,401,462,1286,1472,1800,3610,3845,4003,0.4842105263157895,0.49648894668400523,0.5683237571821134,red,red,red,0.3562326869806094,0.38283485045513654,0.4496627529352985,0.12409972299168975,0.10429128738621586,0.11541343992005995
Georgia,SCREVEN COUNTY,6100,5715,6628,2774,2300,2661,3287,3305,3916,10789,10994,11008,0.5653906756882009,0.5198289976350737,0.6021075581395349,red,red,red,0.3046621558995273,0.3006185191922867,0.35574127906976744,0.2571137269441097,0.20920502092050208,0.24173328488372092
Georgia,SEMINOLE COUNTY,3769,3588,3884,1478,1189,1254,2245,2345,2611,6843,6631,6406,0.5507818208388134,0.5410948574875585,0.6063065875741492,red,red,red,0.3280724828291685,0.35364198461770474,0.40758663752731816,0.21598714014321205,0.17930930478057608,0.19575398064314706
Georgia,SPALDING COUNTY,25088,25704,30116,9898,9357,11784,14911,15646,18057,47907,49108,51061,0.5236812991838353,0.5234177730715973,0.5898043516578211,red,red,red,0.3112488780345252,0.31860389345931417,0.3536358473198723,0.20660863756862255,0.1905392196790747,0.2307827892129022
Georgia,STEPHENS COUNTY,9498,9815,11885,2131,1837,2385,7221,7686,9368,19928,19874,20097,0.47661581694098754,0.4938613263560431,0.59138179827835,red,red,red,0.36235447611401045,0.3867364395692865,0.46613922475991443,0.10693496587715777,0.09243232363892523,0.11867442901925661
Georgia,STEWART COUNTY,2076,2058,1990,1323,1222,1182,745,805,801,5231,5326,5904,0.39686484419805007,0.3864063086744273,0.337059620596206,blue,blue,blue,0.14242018734467596,0.15114532482162973,0.13567073170731708,0.25291531255974004,0.22944048066090875,0.20020325203252032
Georgia,SUMTER COUNTY,11831,10974,12150,6375,5520,6318,5378,5276,5732,23738,23276,22842,0.49839919117027554,0.471472761642894,0.5319148936170213,blue,blue,blue,0.2265565759541663,0.22667124935555938,0.25094124857718236,0.26855674446035893,0.23715415019762845,0.2765957446808511
Georgia,TALBOT COUNTY,3491,3246,3522,2265,2002,2114,1202,1196,1392,5350,5224,5186,0.6525233644859814,0.6213629402756509,0.6791361357500965,blue,blue,blue,0.22467289719626168,0.22894333843797857,0.2684149633629001,0.42336448598130844,0.3832312404287902,0.4076359429232549
Georgia,TALIAFERRO COUNTY,963,897,928,636,545,561,323,349,360,1373,1329,1278,0.7013838310269482,0.6749435665914221,0.7261345852895149,blue,blue,blue,0.23525127458120904,0.2626034612490594,0.28169014084507044,0.4632192279679534,0.41008276899924756,0.43896713615023475
Georgia,TATTNALL COUNTY,6667,6903,8183,1897,1681,2061,4706,5096,6053,20031,20113,20127,0.3328341071339424,0.3432108586486352,0.40656829134992795,red,red,red,0.23493584943337825,0.2533684681549247,0.3007402991007105,0.09470321002446208,0.083577785511858,0.10239976151438367
Georgia,TAYLOR COUNTY,3538,3408,3839,1572,1296,1387,1948,2064,2418,6419,6516,6422,0.5511761956691074,0.5230202578268877,0.5977888508252881,red,red,red,0.3034740613802773,0.31675874769797424,0.3765182186234818,0.24489795918367346,0.19889502762430938,0.21597633136094674
Georgia,TELFAIR COUNTY,4336,3796,4333,1805,1313,1487,2480,2450,2825,13322,13186,13318,0.32547665515688334,0.2878810860003034,0.32534915152425287,red,red,red,0.18615823449932442,0.18580312452601244,0.21211893677729388,0.1354901666416454,0.09957530714394054,0.11165340141162337
Georgia,TERRELL COUNTY,4398,4189,4416,2544,2267,2376,1834,1874,2004,6989,6797,6568,0.6292745743310917,0.6163013094012064,0.6723507917174177,blue,blue,blue,0.2624123622835885,0.275709872002354,0.305115712545676,0.3640005723279439,0.3335294983080771,0.3617539585870889
Georgia,THOMAS COUNTY,18953,18802,21853,7653,7142,8708,11156,11228,12954,33571,34103,33932,0.5645646540168597,0.5513297950326951,0.6440233407992455,red,red,red,0.33231062524202437,0.3292378969592118,0.3817635270541082,0.22796461231419976,0.20942439081605724,0.2566309088765767
Georgia,TIFT COUNTY,13927,14219,16283,4660,4347,5322,9185,9584,10784,30791,30458,30600,0.45230749244909224,0.46683958237573053,0.532124183006536,red,red,red,0.29830145172290606,0.3146628143673255,0.35241830065359475,0.15134292488064693,0.14272112417098956,0.17392156862745098
Georgia,TOOMBS COUNTY,9344,9138,10914,2746,2338,2939,6524,6615,7872,19606,19825,19778,0.47658879934713866,0.4609331651954603,0.5518252603903326,red,red,red,0.33275527899622565,0.33366960907944515,0.3980179997977551,0.14005916556156278,0.11793190416141236,0.1485994539387198
Georgia,TOWNS COUNTY,6211,6764,7979,1273,1210,1550,4876,5383,6384,9019,9899,10505,0.6886572790775031,0.6833013435700576,0.7595430747263208,red,red,red,0.5406364341944784,0.5437923022527528,0.6077106139933365,0.1411464685663599,0.12223456914839882,0.1475487862922418
Georgia,TREUTLEN COUNTY,2750,2703,3077,1074,862,952,1652,1809,2101,5159,5109,5329,0.5330490405117271,0.5290663534938345,0.5774066428973541,red,red,red,0.3202170963364993,0.3540810334703465,0.39425783449052354,0.20817987982167085,0.16872186337835193,0.17864514918371177
Georgia,TROUP COUNTY,25986,26111,30049,10547,9713,11578,15179,15750,18143,50471,52463,52959,0.5148699253036397,0.4977031431675657,0.5674011971525142,red,red,red,0.3007469636028611,0.3002115776833197,0.3425857739005646,0.208971488577599,0.18514000343098946,0.21862195283143565
Georgia,TURNER COUNTY,3559,3398,3792,1510,1246,1410,2028,2095,2349,6418,6004,6029,0.5545341227796822,0.5659560293137909,0.6289600265383978,red,red,red,0.3159862885634154,0.3489340439706862,0.3896168518825676,0.23527578684948583,0.20752831445702866,0.23386963012108145
Georgia,TWIGGS COUNTY,4202,4059,4444,2270,1971,2044,1907,2035,2370,6922,6641,6558,0.6070499855533082,0.6112031320584249,0.6776456236657518,blue,red,red,0.2754984108639122,0.3064297545550369,0.3613906678865508,0.3279399017624964,0.29679265170908,0.3116803903629155
Georgia,UNION COUNTY,11079,12063,15560,2139,1963,2801,8773,9852,12651,17624,18950,20737,0.6286314117113028,0.6365699208443272,0.7503496166272846,red,red,red,0.4977871084884249,0.5198944591029023,0.6100689588657955,0.12136858828869723,0.10358839050131927,0.13507257558952596
Georgia,UPSON COUNTY,11263,10934,12905,3959,3475,4201,7230,7292,8608,20482,20366,20374,0.5498974709501026,0.5368751841304135,0.633405320506528,red,red,red,0.35299287178986427,0.35804772660316214,0.4224992637675469,0.19329167073527975,0.1706275164489836,0.20619416903897123
Georgia,WALKER COUNTY,21896,23956,29354,5274,4215,5769,16247,18950,23174,52769,53314,54746,0.41494059011919876,0.44933788498330646,0.5361852920761334,red,red,red,0.3078891015558377,0.35544134748846457,0.4233003324443795,0.09994504349144384,0.07905990921709119,0.10537756183100135
Georgia,WALTON COUNTY,37612,40698,51095,8148,8292,12682,29036,31125,37842,62654,67100,71492,0.6003128291888786,0.6065275707898659,0.7146953505287305,red,red,red,0.4634340983815878,0.46385991058122206,0.5293179656465059,0.13004756280524787,0.12357675111773472,0.1773904772561965
Georgia,WARE COUNTY,11939,12184,14192,3900,3440,4211,7941,8513,9865,27453,27096,27062,0.43488871890139513,0.44966046648951874,0.5244253935407582,red,red,red,0.28925800458966233,0.31417921464422793,0.36453329391767053,0.14206097694241065,0.12695600826690287,0.15560564629369597
Georgia,WARREN COUNTY,2526,2334,2651,1529,1314,1469,990,991,1166,4317,4224,4196,0.5851285615010424,0.5525568181818182,0.6317921830314586,blue,blue,blue,0.2293259207783183,0.23461174242424243,0.2778836987607245,0.35418114431318043,0.31107954545454547,0.35009532888465206
Georgia,WASHINGTON COUNTY,8808,8461,9459,4714,4200,4730,4035,4149,4663,16034,15798,15977,0.5493326680803293,0.5355741233067477,0.5920385554234212,blue,blue,blue,0.25165273793189474,0.26262818078237754,0.2918570445014709,0.2940002494698765,0.26585643752373717,0.29605057269825374
Georgia,WAYNE COUNTY,10269,10413,12778,2596,2041,2687,7557,8153,9987,22888,22593,22665,0.4486630548759175,0.4608949674677998,0.5637767482903154,red,red,red,0.33017301642782243,0.3608639844199531,0.44063534083388484,0.11342188046137715,0.0903377152215288,0.1185528347672623
Georgia,WEBSTER COUNTY,1187,1116,1390,582,473,639,601,630,748,2119,2070,2124,0.560169891458235,0.5391304347826087,0.6544256120527306,red,red,red,0.2836243511090137,0.30434782608695654,0.352165725047081,0.27465785747994337,0.2285024154589372,0.3008474576271186
Georgia,WHEELER COUNTY,2160,2102,2285,772,646,689,1366,1421,1583,6586,6655,6524,0.3279684178560583,0.31585274229902327,0.35024524831391785,red,red,red,0.2074096568478591,0.21352366641622839,0.24264255058246476,0.11721834193744306,0.09706987227648385,0.10561005518087063
Georgia,WHITE COUNTY,10488,11823,14816,1671,1674,2411,8651,9761,12222,21592,22898,24763,0.4857354575768803,0.516333304218709,0.5983119977385616,red,red,red,0.40065765098184514,0.42628177133374096,0.49355893873924805,0.0773897739903668,0.07310682155646782,0.09736300125186771
Georgia,WHITFIELD COUNTY,26876,30658,36746,7210,7937,10670,19305,21537,25636,74286,76512,77675,0.3617909161887839,0.4006953157674613,0.4730737045381397,red,red,red,0.2598740004846135,0.2814852572145546,0.3300418410041841,0.0970573190103115,0.1037353617733166,0.13736723527518507
Georgia,WILCOX COUNTY,3129,2976,3281,1060,852,862,2053,2096,2403,7344,7150,6998,0.42606209150326796,0.4162237762237762,0.46884824235495853,red,red,red,0.2795479302832244,0.2931468531468531,0.3433838239496999,0.1443355119825708,0.11916083916083917,0.12317805087167762
Georgia,WILKES COUNTY,4761,4486,5029,2087,1848,2160,2635,2572,2823,7866,7685,7735,0.6052631578947368,0.5837345478204294,0.6501616031027796,red,red,red,0.3349860157640478,0.3346779440468445,0.3649644473173885,0.26531909483854565,0.24046844502277162,0.2792501616031028
Georgia,WILKINSON COUNTY,4450,4287,4770,2181,1894,2075,2246,2333,2664,7191,6938,6934,0.6188290919204561,0.61790141251081,0.6879146235938852,red,red,red,0.3123348630232235,0.33626405304122226,0.38419382751658493,0.30329578639966626,0.2729893341020467,0.2992500721084511
Georgia,WORTH COUNTY,8419,8295,9285,2487,2020,2395,5869,6152,6830,16395,15942,15787,0.5135102165294297,0.5203236733157697,0.5881421422689554,red,red,red,0.35797499237572433,0.3858988834525154,0.43263444606321655,0.15169258920402562,0.12670932128967508,0.15170710077912206
Michigan,ALCONA COUNTY,6104,6198,7063,2472,1732,2142,3571,4201,4848,9121,9034,9092,0.6692248656945511,0.6860748284259465,0.7768367795864496,red,red,red,0.39151408836750357,0.4650210316581802,0.5332160140783107,0.27102291415414975,0.19172016825326543,0.2355917289925209
Michigan,ALGER COUNTY,4618,4518,5128,2212,1663,2053,2330,2585,3014,7921,7739,7746,0.5830071960611034,0.5837963561183616,0.662019106635683,red,red,red,0.294154778437066,0.33402248352500324,0.3891040537051381,0.279257669486176,0.21488564414006978,0.2650400206558224
Michigan,ALLEGAN COUNTY,52619,55786,67082,20806,18050,24449,31123,34183,41392,83078,86691,89983,0.63336864151761,0.6435039392785872,0.7454963715368459,red,red,red,0.3746238474686439,0.39430852106908443,0.4599979996221509,0.2504393461566239,0.20821077159105328,0.271706877965838
Michigan,ALPENA COUNTY,14014,14698,16966,6549,4877,6000,7298,9090,10686,23324,23180,23091,0.6008403361344538,0.6340811044003452,0.7347451387986661,red,red,red,0.3128965872063111,0.39214840379637617,0.46277770559958425,0.28078374206825585,0.21039689387402932,0.2598414966870209
Michigan,ANTRIM COUNTY,13195,13582,15949,5107,4448,5960,7917,8469,9748,18629,18803,19206,0.7083042568039079,0.7223315428389087,0.8304175778402583,red,red,red,0.42498255408234475,0.45040684997074937,0.5075497240445694,0.27414246604756026,0.2365579960644578,0.31031969176299073
Michigan,ARENAC COUNTY,7841,7696,8831,3669,2384,2774,4057,4950,5928,12537,12396,12193,0.6254287309563692,0.6208454340109713,0.7242680226359387,red,red,red,0.3236021376724894,0.39932236205227495,0.4861805954236037,0.2926537449150515,0.19232010325911583,0.2275075863200197
Michigan,BARAGA COUNTY,3490,3490,4036,1574,1156,1478,1866,2158,2512,7013,6959,6811,0.49764722657921,0.501508837476649,0.5925708412861548,red,red,red,0.26607728504206474,0.31010202615318294,0.3688151519600646,0.22444032511050904,0.1661158212386837,0.21700190867713992
Michigan,BARRY COUNTY,28512,30329,35905,11491,9114,11797,16655,19202,23471,45060,46417,48068,0.6327563249001331,0.6534028480944482,0.7469626362652908,red,red,red,0.36961828672880603,0.41368464140293426,0.4882874261462927,0.25501553484243233,0.19635047504147188,0.24542315053673963
Michigan,BAY COUNTY,53381,52977,60253,27877,21642,26151,24911,28328,33125,83927,82862,82568,0.636040845020077,0.639340107648862,0.729737912992927,blue,red,red,0.29681747232714145,0.34186961453983733,0.4011844782482318,0.3321577084847546,0.2611812410996597,0.3167207634919097
Michigan,BENZIE COUNTY,9901,10228,12260,4685,4108,5480,5075,5539,6601,13879,14265,14621,0.7133799265076735,0.7169996494917631,0.8385199370768074,red,red,red,0.3656603501693206,0.3882930248860848,0.45147390739347515,0.3375603429641905,0.2879775674728356,0.3748033650229122
Michigan,BERRIEN COUNTY,72497,72031,82379,33465,29495,37438,38209,38647,43519,120853,120215,120265,0.5998775371732601,0.5991847939109096,0.6849790046979587,red,red,red,0.3161609558720098,0.32148234413342763,0.3618592275391843,0.2769066551926721,0.24535207752776275,0.31129588824678833
Michigan,BRANCH COUNTY,17147,17663,20536,6913,5061,6159,10035,11786,14064,33267,33214,33521,0.5154357170769832,0.5317938218823388,0.612630888099997,red,red,red,0.30165028406528993,0.3548503643042091,0.4195578890844545,0.20780352902275528,0.15237550430541338,0.18373556874794905
Michigan,CALHOUN COUNTY,58327,58902,66276,29267,24157,28877,28333,31494,36221,102923,103169,103798,0.5667052068050873,0.5709273134371758,0.6385094125127652,blue,red,red,0.2752834643374173,0.3052661167598794,0.3489566272953236,0.2843582095352837,0.23414979305799222,0.27820381895604923
Michigan,CASS COUNTY,22490,22595,26213,9591,7270,9130,12659,14243,16699,40215,40596,41124,0.5592440631605122,0.5565819292541138,0.6374136757124793,red,red,red,0.31478304115379835,0.35084737412552963,0.4060645851570859,0.23849309958970533,0.17908168292442606,0.22201147748273514
Michigan,CHARLEVOIX COUNTY,14090,14589,17000,5939,5137,6939,8000,8674,9841,20673,21006,21299,0.6815653267547042,0.694515852613539,0.7981595380064792,red,red,red,0.3869781841048711,0.41292963915071884,0.462040471383633,0.2872829294248537,0.2445491764257831,0.32578994318982113
Michigan,CHEBOYGAN COUNTY,13311,13672,15868,5831,4302,5437,7286,8683,10186,20845,21101,21172,0.6385704005756776,0.6479313776598266,0.7494804458719063,red,red,red,0.3495322619333173,0.4114970854461874,0.48110712261477423,0.2797313504437515,0.20387659352637316,0.25680143585868126
Michigan,CHIPPEWA COUNTY,15564,15456,17640,7100,5379,6648,8278,9122,10681,31356,30722,30704,0.4963643321852277,0.5030922465985287,0.5745179781136008,red,red,red,0.264000510269167,0.2969207733871493,0.34786998436685773,0.2264319428498533,0.17508625740511685,0.21651902032308493
Michigan,CLARE COUNTY,13504,13389,16281,6338,4249,5199,6988,8505,10861,24540,24360,24807,0.5502852485737572,0.5496305418719212,0.656306687628492,red,red,red,0.284759576202119,0.34913793103448276,0.43781997016971014,0.2582722086389568,0.17442528735632185,0.20957794171000121
Michigan,CLINTON COUNTY,39235,40655,47910,18191,16492,21968,20650,21636,25098,57925,59935,62005,0.6773413897280967,0.6783181780261951,0.7726796226110797,red,red,red,0.3564954682779456,0.36099107366313504,0.4047738085638255,0.314044022442814,0.27516476182531074,0.35429400854769777
