,year,state,state_po,county,total,dem,gop,AGE18PLUS_TOT
1128,2016,Ohio,OH,MERCER COUNTY,21726,3384,17506,30253
1129,2016,Ohio,OH,MIAMI COUNTY,52734,13120,37079,80402
1130,2016,Ohio,OH,MONROE COUNTY,6795,1662,4868,11134
1131,2016,Ohio,OH,MONTGOMERY COUNTY,258301,122016,123909,413222
1132,2016,Ohio,OH,MORGAN COUNTY,6443,1736,4431,11580
1133,2016,Ohio,OH,MORROW COUNTY,16548,3761,11948,26567
1134,2016,Ohio,OH,MUSKINGUM COUNTY,36991,11123,24056,66218
1135,2016,Ohio,OH,NOBLE COUNTY,6013,1221,4549,11772
1136,2016,Ohio,OH,OTTAWA COUNTY,22218,8285,12653,32851
1137,2016,Ohio,OH,PAULDING COUNTY,9047,2093,6500,14373
1138,2016,Ohio,OH,PERRY COUNTY,14995,4138,10228,27386
1139,2016,Ohio,OH,PICKAWAY COUNTY,24745,6529,17076,44971
1140,2016,Ohio,OH,PIKE COUNTY,11879,3539,7902,21414
1141,2016,Ohio,OH,PORTAGE COUNTY,76139,32397,39971,131545
1142,2016,Ohio,OH,PREBLE COUNTY,20565,4325,15446,31711
1143,2016,Ohio,OH,PUTNAM COUNTY,18767,2922,14961,25295
1144,2016,Ohio,OH,RICHLAND COUNTY,55214,16085,36590,94902
1145,2016,Ohio,OH,ROSS COUNTY,30380,10356,18652,60389
1146,2016,Ohio,OH,SANDUSKY COUNTY,28044,9929,16316,45639
1147,2016,Ohio,OH,SCIOTO COUNTY,30784,9132,20550,59666
1148,2016,Ohio,OH,SENECA COUNTY,23987,7404,14825,43123
1149,2016,Ohio,OH,SHELBY COUNTY,23740,4243,18590,36365
1150,2016,Ohio,OH,STARK COUNTY,175239,68146,98388,292234
1151,2016,Ohio,OH,SUMMIT COUNTY,257979,134256,112026,425869
1152,2016,Ohio,OH,TRUMBULL COUNTY,96029,43014,49024,159833
1153,2016,Ohio,OH,TUSCARAWAS COUNTY,41289,12188,26918,71305
1154,2016,Ohio,OH,UNION COUNTY,27429,7718,18096,41660
1155,2016,Ohio,OH,VAN WERT COUNTY,13770,2697,10469,21606
1156,2016,Ohio,OH,VINTON COUNTY,5502,1351,3883,10086
1157,2016,Ohio,OH,WARREN COUNTY,117267,33730,77643,169333
1158,2016,Ohio,OH,WASHINGTON COUNTY,29840,8026,20514,48549
1159,2016,Ohio,OH,WAYNE COUNTY,49853,15031,32270,88057
1160,2016,Ohio,OH,WILLIAMS COUNTY,17308,4358,11939,28422
1161,2016,Ohio,OH,WOOD COUNTY,64341,27318,32498,103138
1162,2016,Ohio,OH,WYANDOT COUNTY,10592,2515,7468,16992
1163,2016,Pennsylvania,PA,ADAMS COUNTY,47489,14219,31423,80974
1164,2016,Pennsylvania,PA,ALLEGHENY COUNTY,650114,367617,259480,994973
1165,2016,Pennsylvania,PA,ARMSTRONG COUNTY,31618,7178,23484,53524
1166,2016,Pennsylvania,PA,BEAVER COUNTY,83571,32531,48167,134253
1167,2016,Pennsylvania,PA,BEDFORD COUNTY,23637,3645,19552,38869
1168,2016,Pennsylvania,PA,BERKS COUNTY,183065,78437,96626,321698
1169,2016,Pennsylvania,PA,BLAIR COUNTY,54909,13958,39135,98247
1170,2016,Pennsylvania,PA,BRADFORD COUNTY,25708,6369,18141,47573
1171,2016,Pennsylvania,PA,BUCKS COUNTY,344297,167060,164361,495483
1172,2016,Pennsylvania,PA,BUTLER COUNTY,97071,28584,64428,148108
1173,2016,Pennsylvania,PA,CAMBRIA COUNTY,63072,18867,42258,108356
1174,2016,Pennsylvania,PA,CAMERON COUNTY,2186,531,1589,3901
1175,2016,Pennsylvania,PA,CARBON COUNTY,28776,8936,18743,51114
1176,2016,Pennsylvania,PA,CENTRE COUNTY,76148,37088,35274,137430
1177,2016,Pennsylvania,PA,CHESTER COUNTY,268800,141682,116114,396953
1178,2016,Pennsylvania,PA,CLARION COUNTY,17535,4273,12576,31244
1179,2016,Pennsylvania,PA,CLEARFIELD COUNTY,34271,8200,24932,65315
1180,2016,Pennsylvania,PA,CLINTON COUNTY,15394,4744,10022,30993
1181,2016,Pennsylvania,PA,COLUMBIA COUNTY,28228,8934,18004,54325
1182,2016,Pennsylvania,PA,CRAWFORD COUNTY,37492,10971,24987,68089
1183,2016,Pennsylvania,PA,CUMBERLAND COUNTY,121617,47085,69076,197123
1184,2016,Pennsylvania,PA,DAUPHIN COUNTY,130872,64706,60863,212568
1185,2016,Pennsylvania,PA,DELAWARE COUNTY,297634,177402,110667,438558
1186,2016,Pennsylvania,PA,ELK COUNTY,14426,3853,10025,24498
1187,2016,Pennsylvania,PA,ERIE COUNTY,123679,58112,60069,216288
1188,2016,Pennsylvania,PA,FAYETTE COUNTY,53767,17946,34590,106679
1189,2016,Pennsylvania,PA,FOREST COUNTY,2401,626,1683,6533
1190,2016,Pennsylvania,PA,FRANKLIN COUNTY,69731,17465,49768,118801
1191,2016,Pennsylvania,PA,FULTON COUNTY,6771,912,5694,11597
1192,2016,Pennsylvania,PA,GREENE COUNTY,15764,4482,10849,29919
1193,2016,Pennsylvania,PA,HUNTINGDON COUNTY,19706,4539,14494,36942
1194,2016,Pennsylvania,PA,INDIANA COUNTY,37770,11528,24888,69627
1195,2016,Pennsylvania,PA,JEFFERSON COUNTY,19478,3650,15192,34651
1196,2016,Pennsylvania,PA,JUNIATA COUNTY,10454,1821,8273,18958
1197,2016,Pennsylvania,PA,LACKAWANNA COUNTY,103456,51983,48384,168123
1198,2016,Pennsylvania,PA,LANCASTER COUNTY,241112,91093,137914,410137
1199,2016,Pennsylvania,PA,LAWRENCE COUNTY,40753,14009,25428,69854
1200,2016,Pennsylvania,PA,LEBANON COUNTY,61845,18953,40525,106647
1201,2016,Pennsylvania,PA,LEHIGH COUNTY,160993,81324,73690,279902
1202,2016,Pennsylvania,PA,LUZERNE COUNTY,134983,52451,78688,254874
1203,2016,Pennsylvania,PA,LYCOMING COUNTY,50565,13020,35627,91240
1204,2016,Pennsylvania,PA,MCKEAN COUNTY,16296,4025,11635,33330
1205,2016,Pennsylvania,PA,MERCER COUNTY,52309,18733,31544,90336
1206,2016,Pennsylvania,PA,MIFFLIN COUNTY,18601,3877,14094,35899
1207,2016,Pennsylvania,PA,MONROE COUNTY,69752,33918,33386,133014
1208,2016,Pennsylvania,PA,MONTGOMERY COUNTY,434687,256082,162731,640963
1209,2016,Pennsylvania,PA,MONTOUR COUNTY,8556,2857,5288,14554
1210,2016,Pennsylvania,PA,NORTHAMPTON COUNTY,143519,66272,71736,240453
1211,2016,Pennsylvania,PA,NORTHUMBERLAND COUNTY,36622,9788,25427,74011
1212,2016,Pennsylvania,PA,PERRY COUNTY,21158,4632,15616,35975
1213,2016,Pennsylvania,PA,PHILADELPHIA COUNTY,707631,584025,108748,1228785
1214,2016,Pennsylvania,PA,PIKE COUNTY,26101,9256,16056,44853
1215,2016,Pennsylvania,PA,POTTER COUNTY,7784,1302,6251,13365
1216,2016,Pennsylvania,PA,SCHUYLKILL COUNTY,62869,16770,44001,115146
1217,2016,Pennsylvania,PA,SNYDER COUNTY,16363,4002,11725,31897
1218,2016,Pennsylvania,PA,SOMERSET COUNTY,35773,7376,27379,61268
1219,2016,Pennsylvania,PA,SULLIVAN COUNTY,3136,750,2291,5385
1220,2016,Pennsylvania,PA,SUSQUEHANNA COUNTY,18863,5123,12891,33424
1221,2016,Pennsylvania,PA,TIOGA COUNTY,18325,3901,13614,33042
1222,2016,Pennsylvania,PA,UNION COUNTY,17468,6180,10622,37316
1223,2016,Pennsylvania,PA,VENANGO COUNTY,23348,6309,16021,42003
1224,2016,Pennsylvania,PA,WARREN COUNTY,18434,5145,12477,32209
1225,2016,Pennsylvania,PA,WASHINGTON COUNTY,101450,36322,61386,166559
1226,2016,Pennsylvania,PA,WAYNE COUNTY,24018,7008,16244,42583
1227,2016,Pennsylvania,PA,WESTMORELAND COUNTY,182051,59669,116522,288668
1228,2016,Pennsylvania,PA,WYOMING COUNTY,13144,3811,8837,22036
1229,2016,Pennsylvania,PA,YORK COUNTY,205986,68524,128528,345017
1230,2016,Wisconsin,WI,ADAMS COUNTY,10164,3770,5983,17019
1231,2016,Wisconsin,WI,ASHLAND COUNTY,8029,4228,3302,12150
1232,2016,Wisconsin,WI,BARRON COUNTY,22643,7879,13606,35384
1233,2016,Wisconsin,WI,BAYFIELD COUNTY,9529,4954,4125,12315
1234,2016,Wisconsin,WI,BROWN COUNTY,128979,53364,67199,196968
1235,2016,Wisconsin,WI,BUFFALO COUNTY,6988,2531,4049,10364
1236,2016,Wisconsin,WI,BURNETT COUNTY,8743,2948,5412,12486
1237,2016,Wisconsin,WI,CALUMET COUNTY,26650,9646,15348,37403
1238,2016,Wisconsin,WI,CHIPPEWA COUNTY,31561,11886,17909,49180
1239,2016,Wisconsin,WI,CLARK COUNTY,13596,4227,8646,24353
1240,2016,Wisconsin,WI,COLUMBIA COUNTY,29771,13526,14160,44374
1241,2016,Wisconsin,WI,CRAWFORD COUNTY,7744,3425,3844,12874
1242,2016,Wisconsin,WI,DANE COUNTY,310017,217526,71279,420916
1243,2016,Wisconsin,WI,DODGE COUNTY,43065,13968,26643,69616
1244,2016,Wisconsin,WI,DOOR COUNTY,17608,8026,8584,22803
1245,2016,Wisconsin,WI,DOUGLAS COUNTY,22511,11345,9659,34675
1246,2016,Wisconsin,WI,DUNN COUNTY,22091,9026,11488,35487
1247,2016,Wisconsin,WI,EAU CLAIRE COUNTY,54885,27294,23311,81938
1248,2016,Wisconsin,WI,FLORENCE COUNTY,2657,666,1897,3669
1249,2016,Wisconsin,WI,FOND DU LAC COUNTY,51327,17391,31044,80009
1250,2016,Wisconsin,WI,FOREST COUNTY,4540,1584,2788,7189
1251,2016,Wisconsin,WI,GRANT COUNTY,24321,10046,12349,41285
1252,2016,Wisconsin,WI,GREEN COUNTY,18985,9122,8693,28474
1253,2016,Wisconsin,WI,GREEN LAKE COUNTY,9388,2701,6213,14447
1254,2016,Wisconsin,WI,IOWA COUNTY,12260,6669,4809,17990
1255,2016,Wisconsin,WI,IRON COUNTY,3497,1273,2090,4794
1256,2016,Wisconsin,WI,JACKSON COUNTY,9272,3821,4907,15967
1257,2016,Wisconsin,WI,JEFFERSON COUNTY,43146,16561,23410,66131
1258,2016,Wisconsin,WI,JUNEAU COUNTY,11732,4073,7123,21066
1259,2016,Wisconsin,WI,KENOSHA COUNTY,77076,35771,36025,128279
1260,2016,Wisconsin,WI,KEWAUNEE COUNTY,10758,3623,6616,15923
1261,2016,Wisconsin,WI,LA CROSSE COUNTY,62968,32406,26389,94090
1262,2016,Wisconsin,WI,LAFAYETTE COUNTY,7662,3288,3977,12553
1263,2016,Wisconsin,WI,LANGLADE COUNTY,10132,3260,6436,15297
1264,2016,Wisconsin,WI,LINCOLN COUNTY,14706,5370,8400,22521
1265,2016,Wisconsin,WI,MANITOWOC COUNTY,40346,14506,23193,62778
1266,2016,Wisconsin,WI,MARATHON COUNTY,69515,26477,39013,103867
1267,2016,Wisconsin,WI,MARINETTE COUNTY,20046,6243,12995,32487
1268,2016,Wisconsin,WI,MARQUETTE COUNTY,7893,2809,4714,12113
1269,2016,Wisconsin,WI,MENOMINEE COUNTY,1279,1003,269,3024
1270,2016,Wisconsin,WI,MILWAUKEE COUNTY,440247,288797,125846,723423
1271,2016,Wisconsin,WI,MONROE COUNTY,19670,7048,11352,33841
1272,2016,Wisconsin,WI,OCONTO COUNTY,19978,5884,13253,29787
1273,2016,Wisconsin,WI,ONEIDA COUNTY,21473,8104,12117,29206
1274,2016,Wisconsin,WI,OUTAGAMIE COUNTY,93868,38087,49884,140455
1275,2016,Wisconsin,WI,OZAUKEE COUNTY,54523,20168,30430,69181
1276,2016,Wisconsin,WI,PEPIN COUNTY,3739,1345,2206,5707
1277,2016,Wisconsin,WI,PIERCE COUNTY,21189,8382,11258,32725
1278,2016,Wisconsin,WI,POLK COUNTY,22749,7570,13815,33951
1279,2016,Wisconsin,WI,PORTAGE COUNTY,38496,18521,17306,56723
1280,2016,Wisconsin,WI,PRICE COUNTY,7577,2669,4562,11026
1281,2016,Wisconsin,WI,RACINE COUNTY,94133,42512,46611,148982
1282,2016,Wisconsin,WI,RICHLAND COUNTY,8055,3577,4023,13722
1283,2016,Wisconsin,WI,ROCK COUNTY,76068,39343,31488,123095
1284,2016,Wisconsin,WI,RUSK COUNTY,7087,2171,4564,11183
1285,2016,Wisconsin,WI,ST. CROIX COUNTY,47508,17486,26220,65190
1286,2016,Wisconsin,WI,SAUK COUNTY,31318,14692,14791,49054
1287,2016,Wisconsin,WI,SAWYER COUNTY,9121,3504,5185,13074
1288,2016,Wisconsin,WI,SHAWANO COUNTY,19751,6056,12742,32083
1289,2016,Wisconsin,WI,SHEBOYGAN COUNTY,59655,22956,32458,89058
1290,2016,Wisconsin,WI,TAYLOR COUNTY,9484,2398,6589,15445
1291,2016,Wisconsin,WI,TREMPEALEAU COUNTY,13675,5636,7364,22181
1292,2016,Wisconsin,WI,VERNON COUNTY,14213,6352,6996,22592
1293,2016,Wisconsin,WI,VILAS COUNTY,13612,4770,8169,17888
1294,2016,Wisconsin,WI,WALWORTH COUNTY,51324,18706,28851,80501
1295,2016,Wisconsin,WI,WASHBURN COUNTY,9148,3284,5404,12601
1296,2016,Wisconsin,WI,WASHINGTON COUNTY,78003,20855,51729,104049
1297,2016,Wisconsin,WI,WAUKESHA COUNTY,239042,79200,142521,311241
1298,2016,Wisconsin,WI,WAUPACA COUNTY,26024,8440,16189,40677
1299,2016,Wisconsin,WI,WAUSHARA COUNTY,11999,3792,7669,19597
1300,2016,Wisconsin,WI,WINNEBAGO COUNTY,87144,37054,43448,134431
1301,2016,Wisconsin,WI,WOOD COUNTY,37800,14232,21503,57392
1302,2020,Wisconsin,WI,ADAMS COUNTY,11818,4329,7362,17372
1303,2020,Wisconsin,WI,ASHLAND COUNTY,8751,4794,3845,12135
1304,2020,Wisconsin,WI,BARRON COUNTY,25333,9188,15797,35535
1305,2020,Wisconsin,WI,BAYFIELD COUNTY,10885,6155,4617,12431
1306,2020,Wisconsin,WI,BROWN COUNTY,144011,65509,75865,202324
1307,2020,Wisconsin,WI,BUFFALO COUNTY,7811,2859,4834,10366
1308,2020,Wisconsin,WI,BURNETT COUNTY,10141,3569,6461,12730
1309,2020,Wisconsin,WI,CALUMET COUNTY,30858,12115,18142,38423
1310,2020,Wisconsin,WI,CHIPPEWA COUNTY,35945,14001,21316,50522
1311,2020,Wisconsin,WI,CLARK COUNTY,14873,4520,10001,24534
1312,2020,Wisconsin,WI,COLUMBIA COUNTY,33917,16408,16925,45433
1313,2020,Wisconsin,WI,CRAWFORD COUNTY,8695,3953,4620,12898
1314,2020,Wisconsin,WI,DANE COUNTY,344745,260157,78789,436427
1315,2020,Wisconsin,WI,DODGE COUNTY,48497,16355,31354,70666
1316,2020,Wisconsin,WI,DOOR COUNTY,20117,10044,9752,23171
1317,2020,Wisconsin,WI,DOUGLAS COUNTY,24668,13214,10919,34706
1318,2020,Wisconsin,WI,DUNN COUNTY,23543,9909,13176,36503
1319,2020,Wisconsin,WI,EAU CLAIRE COUNTY,58235,31617,25339,83560
1320,2020,Wisconsin,WI,FLORENCE COUNTY,2939,781,2133,3682
1321,2020,Wisconsin,WI,FOND DU LAC COUNTY,57322,20588,35754,81450
1322,2020,Wisconsin,WI,FOREST COUNTY,5052,1722,3287,7230
1323,2020,Wisconsin,WI,GRANT COUNTY,25377,10942,13981,40789
1324,2020,Wisconsin,WI,GREEN COUNTY,21400,10850,10165,28803
1325,2020,Wisconsin,WI,GREEN LAKE COUNTY,10663,3344,7165,14772
1326,2020,Wisconsin,WI,IOWA COUNTY,13961,7828,5907,18396
1327,2020,Wisconsin,WI,IRON COUNTY,4031,1533,2439,4831
1328,2020,Wisconsin,WI,JACKSON COUNTY,10180,4255,5789,16147
1329,2020,Wisconsin,WI,JEFFERSON COUNTY,47967,19904,27209,67128
1330,2020,Wisconsin,WI,JUNEAU COUNTY,13703,4747,8749,21357
1331,2020,Wisconsin,WI,KENOSHA COUNTY,88691,42191,44972,131558
1332,2020,Wisconsin,WI,KEWAUNEE COUNTY,12071,3977,7927,16044
1333,2020,Wisconsin,WI,LA CROSSE COUNTY,67798,37817,28661,94882
1334,2020,Wisconsin,WI,LAFAYETTE COUNTY,8561,3647,4820,12679
1335,2020,Wisconsin,WI,LANGLADE COUNTY,11159,3703,7330,15448
1336,2020,Wisconsin,WI,LINCOLN COUNTY,16520,6260,10017,22571
1337,2020,Wisconsin,WI,MANITOWOC COUNTY,44806,16815,27217,62835
1338,2020,Wisconsin,WI,MARATHON COUNTY,76741,30807,44623,104968
1339,2020,Wisconsin,WI,MARINETTE COUNTY,22959,7363,15303,32737
1340,2020,Wisconsin,WI,MARQUETTE COUNTY,9053,3239,5719,12577
1341,2020,Wisconsin,WI,MENOMINEE COUNTY,1585,1303,278,3041
1342,2020,Wisconsin,WI,MILWAUKEE COUNTY,458935,317251,134355,720305
1343,2020,Wisconsin,WI,MONROE COUNTY,22604,8432,13775,34583
1344,2020,Wisconsin,WI,OCONTO COUNTY,23254,6715,16266,30302
1345,2020,Wisconsin,WI,ONEIDA COUNTY,24159,10105,13671,29526
1346,2020,Wisconsin,WI,OUTAGAMIE COUNTY,108223,47659,58379,144062
1347,2020,Wisconsin,WI,OZAUKEE COUNTY,61453,26515,33912,70271
1348,2020,Wisconsin,WI,PEPIN COUNTY,4140,1489,2584,5768
1349,2020,Wisconsin,WI,PIERCE COUNTY,23336,9789,12813,33941
1350,2020,Wisconsin,WI,POLK COUNTY,26325,9361,16590,34771
1351,2020,Wisconsin,WI,PORTAGE COUNTY,40602,20426,19298,57314
1352,2020,Wisconsin,WI,PRICE COUNTY,8645,3132,5394,10955
1353,2020,Wisconsin,WI,RACINE COUNTY,106441,50154,54475,151411
1354,2020,Wisconsin,WI,RICHLAND COUNTY,9019,3963,4912,13513
1355,2020,Wisconsin,WI,ROCK COUNTY,85348,46649,37133,125952
1356,2020,Wisconsin,WI,RUSK COUNTY,7887,2517,5257,11295
1357,2020,Wisconsin,WI,SAUK COUNTY,36249,18103,17489,49825
1358,2020,Wisconsin,WI,SAWYER COUNTY,10479,4494,5883,13383
1359,2020,Wisconsin,WI,SHAWANO COUNTY,22886,7131,15447,32167
1360,2020,Wisconsin,WI,SHEBOYGAN COUNTY,66035,27109,37624,90111
1361,2020,Wisconsin,WI,ST. CROIX COUNTY,56701,23190,32190,68499
1362,2020,Wisconsin,WI,TAYLOR COUNTY,10685,2693,7656,15593
1363,2020,Wisconsin,WI,TREMPEALEAU COUNTY,15359,6283,8828,22212
1364,2020,Wisconsin,WI,VERNON COUNTY,15910,7457,8216,22811
1365,2020,Wisconsin,WI,VILAS COUNTY,15338,5903,9261,18449
1366,2020,Wisconsin,WI,WALWORTH COUNTY,57588,22783,33844,82832
1367,2020,Wisconsin,WI,WASHBURN COUNTY,10375,3867,6332,12758
1368,2020,Wisconsin,WI,WASHINGTON COUNTY,88254,26647,60235,106599
1369,2020,Wisconsin,WI,WAUKESHA COUNTY,267159,103867,159633,318146
1370,2020,Wisconsin,WI,WAUPACA COUNTY,29087,9699,18948,40690
1371,2020,Wisconsin,WI,WAUSHARA COUNTY,13564,4388,9016,19983
1372,2020,Wisconsin,WI,WINNEBAGO COUNTY,94032,44060,47795,136902
1373,2020,Wisconsin,WI,WOOD COUNTY,41196,16360,24306,57247
1374,2020,Arizona,AZ,APACHE COUNTY,35172,23293,11442,52462
1375,2020,Arizona,AZ,COCHISE COUNTY,60442,23732,35557,98949
1376,2020,Arizona,AZ,COCONINO COUNTY,73272,44698,27052,114726
1377,2020,Arizona,AZ,GILA COUNTY,27662,8943,18377,43364
1378,2020,Arizona,AZ,GRAHAM COUNTY,14995,4034,10749,28485
1379,2020,Arizona,AZ,GREENLEE COUNTY,3685,1182,2433,6929
1380,2020,Arizona,AZ,LA PAZ COUNTY,7458,2236,5129,17602
1381,2020,Arizona,AZ,MARICOPA COUNTY,2068144,1040774,995665,3432976
1382,2020,Arizona,AZ,MOHAVE COUNTY,104668,24831,78535,176822
1383,2020,Arizona,AZ,NAVAJO COUNTY,51767,23383,27657,81804
1384,2020,Arizona,AZ,PIMA COUNTY,520397,304981,207758,831972
1385,2020,Arizona,AZ,PINAL COUNTY,184974,75106,107077,360425
1386,2020,Arizona,AZ,SANTA CRUZ COUNTY,19556,13138,6194,34123
1387,2020,Arizona,AZ,YAVAPAI COUNTY,143221,49602,91527,197624
1388,2020,Arizona,AZ,YUMA COUNTY,69881,32210,36534,160218
1389,2020,Florida,FL,ALACHUA COUNTY,142604,89704,50972,220754
1390,2020,Florida,FL,BAKER COUNTY,14059,2037,11911,22239
1391,2020,Florida,FL,BAY COUNTY,93024,25614,66097,138722
1392,2020,Florida,FL,BRADFORD COUNTY,13632,3160,10334,22730
1393,2020,Florida,FL,BREVARD COUNTY,360764,148549,207883,492787
1394,2020,Florida,FL,BROWARD COUNTY,957672,618752,333409,1542553
1395,2020,Florida,FL,CALHOUN COUNTY,6526,1209,5274,11296
1396,2020,Florida,FL,CHARLOTTE COUNTY,116340,42273,73243,166579
1397,2020,Florida,FL,CITRUS COUNTY,93208,27092,65352,127662
1398,2020,Florida,FL,CLAY COUNTY,124405,38317,84480,168898
1399,2020,Florida,FL,COLLIER COUNTY,207818,77621,128950,320147
1400,2020,Florida,FL,COLUMBIA COUNTY,33042,8914,23836,56246
1401,2020,Florida,FL,DESOTO COUNTY,12659,4259,8313,30849
1402,2020,Florida,FL,DIXIE COUNTY,8167,1365,6759,13753
1403,2020,Florida,FL,DUVAL COUNTY,492820,252556,233762,742007
1404,2020,Florida,FL,ESCAMBIA COUNTY,170372,70929,96674,252085
1405,2020,Florida,FL,FLAGLER COUNTY,71716,28161,43043,95954
1406,2020,Florida,FL,FRANKLIN COUNTY,6849,2120,4675,10258
1407,2020,Florida,FL,GADSDEN COUNTY,23762,16153,7465,35804
1408,2020,Florida,FL,GILCHRIST COUNTY,9685,1700,7895,14885
1409,2020,Florida,FL,GLADES COUNTY,5193,1385,3782,11823
1410,2020,Florida,FL,GULF COUNTY,8163,1985,6113,11147
1411,2020,Florida,FL,HAMILTON COUNTY,5830,1963,3815,11684
1412,2020,Florida,FL,HARDEE COUNTY,8485,2298,6122,20079
1413,2020,Florida,FL,HENDRY COUNTY,12940,4929,7906,30800
1414,2020,Florida,FL,HERNANDO COUNTY,108922,37519,70412,158562
1415,2020,Florida,FL,HIGHLANDS COUNTY,52170,16938,34873,88350
1416,2020,Florida,FL,HILLSBOROUGH COUNTY,712063,376367,327398,1146730
1417,2020,Florida,FL,HOLMES COUNTY,9068,924,8080,15624
1418,2020,Florida,FL,INDIAN RIVER COUNTY,97484,37844,58872,134897
1419,2020,Florida,FL,JACKSON COUNTY,22419,6766,15488,37647
1420,2020,Florida,FL,JEFFERSON COUNTY,8451,3897,4479,11888
1421,2020,Florida,FL,LAFAYETTE COUNTY,3658,510,3128,6744
1422,2020,Florida,FL,LAKE COUNTY,211314,83505,125859,297740
1423,2020,Florida,FL,LEE COUNTY,393899,157695,233247,637068
1424,2020,Florida,FL,LEON COUNTY,162929,103517,57453,238914
1425,2020,Florida,FL,LEVY COUNTY,23145,6205,16749,33437
1426,2020,Florida,FL,LIBERTY COUNTY,3561,694,2846,6902
1427,2020,Florida,FL,MADISON COUNTY,9380,3747,5576,15088
1428,2020,Florida,FL,MANATEE COUNTY,216958,90166,124987,330760
1429,2020,Florida,FL,MARION COUNTY,204376,74858,127826,298065
1430,2020,Florida,FL,MARTIN COUNTY,98726,36893,61168,134916
1431,2020,Florida,FL,MIAMI-DADE COUNTY,1156816,617864,532833,2167261
1432,2020,Florida,FL,MONROE COUNTY,48029,21881,25693,62977
1433,2020,Florida,FL,NASSAU COUNTY,58811,15564,42566,71160
1434,2020,Florida,FL,OKALOOSA COUNTY,116373,34248,79798,163900
1435,2020,Florida,FL,OKEECHOBEE COUNTY,15954,4390,11470,33207
1436,2020,Florida,FL,ORANGE COUNTY,647403,395014,245398,1087498
1437,2020,Florida,FL,OSCEOLA COUNTY,172436,97297,73480,285151
1438,2020,Florida,FL,PALM BEACH COUNTY,773158,433572,334711,1212991
1439,2020,Florida,FL,PASCO COUNTY,301970,119073,179621,441832
1440,2020,Florida,FL,PINELLAS COUNTY,559715,277450,276209,819951
1441,2020,Florida,FL,POLK COUNTY,343256,145049,194586,565542
1442,2020,Florida,FL,PUTNAM COUNTY,36373,10527,25514,58753
1443,2020,Florida,FL,SANTA ROSA COUNTY,106928,27612,77385,144119
1444,2020,Florida,FL,SARASOTA COUNTY,270575,120110,148370,372818
1445,2020,Florida,FL,SEMINOLE COUNTY,260815,132528,125241,373628
1446,2020,Florida,FL,ST. JOHNS COUNTY,176622,63850,110946,207481
1447,2020,Florida,FL,ST. LUCIE COUNTY,172169,84137,86831,264186
1448,2020,Florida,FL,SUMTER COUNTY,92485,29341,62761,123025
1449,2020,Florida,FL,SUWANNEE COUNTY,21057,4485,16410,35076
1450,2020,Florida,FL,TAYLOR COUNTY,10127,2299,7751,17310
1451,2020,Florida,FL,UNION COUNTY,6245,1053,5133,12225
1452,2020,Florida,FL,VOLUSIA COUNTY,307439,130575,173821,456508
1453,2020,Florida,FL,WAKULLA COUNTY,18404,5351,12874,26751
1454,2020,Florida,FL,WALTON COUNTY,43711,10338,32947,58987
1455,2020,Florida,FL,WASHINGTON COUNTY,12327,2347,9876,20398
1456,2020,Georgia,GA,APPLING COUNTY,8341,1779,6526,13873
1457,2020,Georgia,GA,ATKINSON COUNTY,3155,825,2300,6025
1458,2020,Georgia,GA,BACON COUNTY,4668,625,4018,8331
1459,2020,Georgia,GA,BAKER COUNTY,1555,652,897,2447
1460,2020,Georgia,GA,BALDWIN COUNTY,18251,9140,8903,36602
1461,2020,Georgia,GA,BANKS COUNTY,8801,932,7795,14968
1462,2020,Georgia,GA,BARROW COUNTY,37921,10453,26804,61820
1463,2020,Georgia,GA,BARTOW COUNTY,50467,12092,37674,82047
1464,2020,Georgia,GA,BEN HILL COUNTY,6560,2392,4110,12605
1465,2020,Georgia,GA,BERRIEN COUNTY,7743,1269,6419,14760
1466,2020,Georgia,GA,BIBB COUNTY,70802,43468,26585,116041
1467,2020,Georgia,GA,BLECKLEY COUNTY,5706,1311,4328,10302
1468,2020,Georgia,GA,BRANTLEY COUNTY,7746,699,6991,14683
1469,2020,Georgia,GA,BROOKS COUNTY,7100,2790,4260,12122
1470,2020,Georgia,GA,BRYAN COUNTY,21340,6739,14244,27979
1471,2020,Georgia,GA,BULLOCH COUNTY,30084,11243,18386,63851
1472,2020,Georgia,GA,BURKE COUNTY,10684,5209,5400,16641
1473,2020,Georgia,GA,BUTTS COUNTY,11771,3274,8406,19833
1474,2020,Georgia,GA,CALHOUN COUNTY,2194,1260,923,5141
1475,2020,Georgia,GA,CAMDEN COUNTY,23688,7967,15251,41483
1476,2020,Georgia,GA,CANDLER COUNTY,4431,1269,3133,8107
1477,2020,Georgia,GA,CARROLL COUNTY,54474,16238,37476,91687
1478,2020,Georgia,GA,CATOOSA COUNTY,32593,6932,25167,52313
1479,2020,Georgia,GA,CHARLTON COUNTY,4566,1103,3419,10935
1480,2020,Georgia,GA,CHATHAM COUNTY,133420,78254,53237,229084
1481,2020,Georgia,GA,CHATTAHOOCHEE COUNTY,1582,667,880,8447
1482,2020,Georgia,GA,CHATTOOGA COUNTY,10050,1854,8064,19248
1483,2020,Georgia,GA,CHEROKEE COUNTY,144830,42794,99587,196911
1484,2020,Georgia,GA,CLARKE COUNTY,51333,36048,14446,106329
1485,2020,Georgia,GA,CLAY COUNTY,1434,790,637,2287
1486,2020,Georgia,GA,CLAYTON COUNTY,112344,95476,15813,211634
